Reporting Period,Project Number,Legacy Project Number,City
5/30/21,2014-649212-Sola,,Kings Park
5/30/21,25389,4704-38941,Wallkill
5/30/21,60113,4758-83485,Warwick
5/30/21,25121,4953-38112,Staten Island
5/30/21,77040,,Staten Island
5/30/21,274591,,Glen Cove
5/30/21,8443,4704-71834,Milton
5/30/21,64623,4635-99636,Brockport
5/30/21,65105,4864-100061,Montgomery
5/30/21,292593,,Port Washington
5/30/21,30936,5292-54816,Howard Beach
5/30/21,16366,4704-44189,Cornwall on Hudson
5/30/21,256300,,MAHOPAC
5/30/21,282433,,Greenville
5/30/21,54864,5023-65539,Stuyvesant
5/30/21,20818,4564-55078,Nassau
5/30/21,47648,4944-100760,Elmsford
5/30/21,34030,4704-62069,Johnstown
5/30/21,2014-662837-Sola,,Locust Valley
5/30/21,162217,,Ithaca
5/30/21,23569,4643-32345,Albany
5/30/21,64149,5137-97686,Highland Mills
5/30/21,23372,4786-31508,Narrowsburg
5/30/21,63952,5245-97549,STATEN ISLAND
5/30/21,281595,,Brooklyn
5/30/21,56712,5297-71252,Staten Island
5/30/21,290294,,Hopewell Junction
5/30/21,55624,4354-69563-GJ,Larchmont
5/30/21,1865,4654-29954,Staten Island
5/30/21,65691,5330-102687,Brooklyn
5/30/21,25999,4704-41259,Middletown
5/30/21,2013-534604-Sola,,West Babylon
5/30/21,78751,,Staten Island
5/30/21,305651,,Marlboro
5/30/21,26557,5292-42797,Staten Island
5/30/21,30911,5023-54908,Staten Island
5/30/21,69503,,Staten Island
5/30/21,35084,5023-64831,Syracuse
5/30/21,291489,,White Plains
5/30/21,2013-530309-Sola,,Valley Stream
5/30/21,43493,5138-88647,South Salem
5/30/21,240904,,Piermont
5/30/21,29025,4809-49322,Glen Oaks
5/30/21,63962,4473-97157,Salt Point
5/30/21,43457,5066-88972,Elmira
5/30/21,35956,4211-67629,Richfield Springs
5/30/21,176007,,Campbell Hall
5/30/21,15962,4704-43329,Monroe
5/30/21,18014,4704-47938,Gansevoort
5/30/21,56682,4944-76691,Brooklyn
5/30/21,40696,4704-80429,Montgomery
5/30/21,104330,,Staten Island
5/30/21,56064,5165-69504,Monsey
5/30/21,35291,5171-65624,Staten Island
5/30/21,2011-382768-SLPR,,Port Jefferson
5/30/21,2014-648138-Sola,,Montauk
5/30/21,34726,4704-63852,Newburgh
5/30/21,79129,,Slate Hill
5/30/21,13677,4376-36611,Brooklyn
5/30/21,13581,4953-36073,Staten Island
5/30/21,217267,,Jamesville
5/30/21,50392,4708-70277,Claverack
5/30/21,71027,,Lima
5/30/21,480,4135-22486,Stephentown
5/30/21,92037,,Brooklyn
5/30/21,61172,4533-88909,Argyle
5/30/21,43326,4247-88173,Saratoga Springs
5/30/21,302357,,Brooklyn
5/30/21,108148,,Staten Island
5/30/21,209298,,staten island
5/30/21,92490,,Melrose
5/30/21,51405,5441-100628,Penn Yan
5/30/21,34388,4704-63026,Albany
5/30/21,37605,4555-76475,Rochester
5/30/21,17260,4874-47374,Bay Shore
5/30/21,59177,4704-79827,New City
5/30/21,2014-664744-Sola,,Massapequa Park
5/30/21,17302,4704-46314,Warwick
5/30/21,19375,5105-51046,Blauvelt
5/30/21,32159,5023-57721,Westtown
5/30/21,59874,4976-85753,Blossvale
5/30/21,97481,,South Dayton
5/30/21,14601,4704-39374,Wappingers Falls
5/30/21,54176,5293-63784-GJ,Port Byron
5/30/21,18505,5122-49344,Altamont
5/30/21,39639,5098-78843,Hopewell Junction
5/30/21,48097,5427-102685,Bronx
5/30/21,35581,4156-66079,Goshen
5/30/21,71339,,Odessa
5/30/21,87850,,Gardiner
5/30/21,2014-661028-Sola,,Farmingville
5/30/21,2012-464917-Sola,,Bridgehampton
5/30/21,120654,,Parish
5/30/21,53797,5023-62637,Niskayuna
5/30/21,115927,,Dexter
5/30/21,112673,,Hudson
5/30/21,76553,,Seneca Falls
5/30/21,23171,4826-30471,New City
5/30/21,283256,,Baldwin
5/30/21,13970,4116-37293,Ithaca
5/30/21,52169,4704-57925,Goshen
5/30/21,33874,4742-62994-GJ,Lake Grove
5/30/21,103054,,Queens
5/30/21,300790,,Amityville
5/30/21,10502,5159-100100,Staten Island
5/30/21,35575,4704-65887,Schenectady
5/30/21,40434,4533-87111,Albany
5/30/21,17975,4154-48051,Dix Hills
5/30/21,39197,4663-77117,Yorktown Heights
5/30/21,1269,4743-28749,Tappan
5/30/21,28014,4758-46493,Pleasant Valley
5/30/21,224456,,Carmel
5/30/21,17673,4980-47275-GJ,Trumansburg
5/30/21,2014-660739-Sola,,Oakdale
5/30/21,21719,4864-57410,Newburgh
5/30/21,26566,4704-42812,Duanesburg
5/30/21,23838,4669-33628,New City
5/30/21,14959,5023-40937,Rosedale
5/30/21,208469,,Nyack
5/30/21,163283,,Greenwich
5/30/21,36788,4978-67193,Yorktown Heights
5/30/21,53308,5105-61126,Suffern
5/30/21,27278,5105-44642,Stony Point
5/30/21,64512,4704-98808,Bloomingburg
5/30/21,69351,,WEST SENECA
5/30/21,2014-663193-Sola,,Smithtown
5/30/21,264556,,Smithtown
5/30/21,28180,5023-47029,Garnerville
5/30/21,294157,,Brooklyn
5/30/21,26813,5023-43474,Poughkeepsie
5/30/21,23307,4643-31216,Tivoli
5/30/21,209126,,stuyvesant
5/30/21,53109,4550-60638,North Collins
5/30/21,68181,,Warwick
5/30/21,310377,,Washingtonville
5/30/21,215237,,Rochester
5/30/21,36378,4704-68267,Hopewell Junction
5/30/21,36492,4864-69182,Mohegan Lake
5/30/21,29492,5023-51068,Ossining
5/30/21,2014-664210-Sola,,Merrick
5/30/21,14776,4704-40232,Goshen
5/30/21,18250,5171-49221,Staten Island
5/30/21,32385,4704-58184,Stormville
5/30/21,59033,4704-79068,Red Hook
5/30/21,2014-649462-Sola,,Farmingdale
5/30/21,46504,4704-98793,Otisville
5/30/21,19396,5023-51069,Spring Valley
5/30/21,42430,4704-85673,Middletown
5/30/21,14395,4953-38636,Staten Island
5/30/21,34361,4488-63366-GJ,Wallkill
5/30/21,58192,4758-79158,Pine Bush
5/30/21,58129,4864-76738,Chester
5/30/21,12850,4669-33283,Montrose
5/30/21,15483,5048-42210,Schenectady
5/30/21,47246,4864-100115,Yonkers
5/30/21,38719,4944-78140,Yonkers
5/30/21,2013-583896-Sola,,Northport
5/30/21,41420,4704-82665,Albany
5/30/21,18158,5006-48306,Ransomville
5/30/21,31349,4864-56117,West Haverstraw
5/30/21,12310,4635-30839,Rochester
5/30/21,2014-648181-Sola,,Deer Park
5/30/21,24814,4988-37129,Carmel
5/30/21,223899,,White Plains
5/30/21,2014-649450-Sola,,North Massapequa
5/30/21,222237,,Watkins Glen
5/30/21,72541,,New Paltz
5/30/21,196540,,Chaffee
5/30/21,61309,5293-87173,Pavilion
5/30/21,2014-645373-Sola,,Southampton
5/30/21,12409,4643-31358,Catskill
5/30/21,256642,,Monticello
5/30/21,73851,,Jamaica
5/30/21,43157,4704-87763,Westtown
5/30/21,69537,,Hopewell Junction
5/30/21,53762,4502-62492-GJ,Grand Island
5/30/21,119374,,Middletown
5/30/21,2011-371975-SLPR,,East Meadow
5/30/21,19300,4704-50715,Rensselaer
5/30/21,14487,4941-38875,South Richmond Hill
5/30/21,28048,4704-46610,Wynantskill
5/30/21,18199,4704-48359,White Plains
5/30/21,2262,4502-31139,Ithaca
5/30/21,67038,5060-43621,Ellenville
5/30/21,161399,,Dexter
5/30/21,26189,4704-41681,Rotterdam Junction
5/30/21,34001,4758-62768-GJ,New Baltimore
5/30/21,2013-625496-Sola,,Farmingville
5/30/21,49105,4170-19309,Putnam Valley
5/30/21,32109,5292-57567,Staten Island
5/30/21,42545,4704-85914,Monroe
5/30/21,27031,4994-44173,Fulton
5/30/21,90616,,Batavia
5/30/21,19138,4704-50495,Albany
5/30/21,81744,,New Square
5/30/21,52537,5293-59761-GJ,Grand Island
5/30/21,286813,,Stone Ridge
5/30/21,9257,4704-82116,Middletown
5/30/21,113794,,Alexandria Bay
5/30/21,35352,4702-65711,Albany
5/30/21,316435,,Farmington
5/30/21,183306,,Athens
5/30/21,55261,4944-67011,Yonkers
5/30/21,54154,4704-63601,Albany
5/30/21,103810,,Gansevoort
5/30/21,61822,5098-88581,Wallkill
5/30/21,213310,,Brooklyn
5/30/21,29953,5138-52353,Staten Island
5/30/21,114746,,Galway
5/30/21,16687,5054-44872,Staten Island
5/30/21,129109,,Verbank
5/30/21,36484,4704-68570,Troy
5/30/21,16511,4953-44902,Staten Island
5/30/21,96520,,North Collins
5/30/21,33633,4635-61112,Webster
5/30/21,30004,5293-51538-GJ,Ithaca
5/30/21,42370,4154-86578,Bridgehampton
5/30/21,55965,5066-71564,Spencer
5/30/21,97589,,Cohoes
5/30/21,30409,5105-53087,Highland
5/30/21,37921,4704-71833,Pleasant Valley
5/30/21,51915,5156-56792,Water Mill
5/30/21,35382,4864-66076,Washingtonville
5/30/21,9158,4704-81041,Blooming Grove
5/30/21,2014-649413-Sola,,Commack
5/30/21,52897,4704-59606,Castleton on Hudson
5/30/21,67253,4868-67009,Flushing
5/30/21,2014-645326-Sola,,North Babylon
5/30/21,56138,5165-69713,Howard Beach
5/30/21,33885,5023-62052,Greece
5/30/21,42913,4006-88426,Binghamton
5/30/21,50160,4758-51702,Troy
5/30/21,50102,5100-47443,Schenectady
5/30/21,60780,5293-83938,Chappaqua
5/30/21,13111,4704-34290,New City
5/30/21,2014-648145-Sola,,Deer Park
5/30/21,70949,,Highland
5/30/21,18551,4704-49249,Newburgh
5/30/21,27815,4704-45920,Queensbury
5/30/21,37348,4704-70930,Galway
5/30/21,97826,,Cazenovia
5/30/21,2014-655659-Sola,,Sayville
5/30/21,26131,4006-41559,Binghamton
5/30/21,40854,4627-80967,Kendall
5/30/21,57844,4247-76127,Ogdensburg
5/30/21,111168,,Moravia
5/30/21,97638,,Newfane
5/30/21,234482,,NEW CITY
5/30/21,2012-457604-Sola,,Sag Harbor
5/30/21,114395,,Queens
5/30/21,23756,5030-33207,Middletown
5/30/21,20567,5105-54126,Newburgh
5/30/21,307323,,Poughkeepsie
5/30/21,24242,4941-35289,Croton On Hudson
5/30/21,207924,,Varysburg
5/30/21,76708,,New City
5/30/21,24564,4995-36454,Trumansburg
5/30/21,49622,4578-22706,Rochester
5/30/21,312330,,Merrick
5/30/21,155593,,Rexford
5/30/21,69682,,Staten Island
5/30/21,33728,5105-61380,Newburgh
5/30/21,19707,4704-51499,Wallkill
5/30/21,22860,4643-28613,Newburgh
5/30/21,52042,5100-57855,Valatie
5/30/21,27406,4977-44997,Endicott
5/30/21,21563,5150-56325,SCOTIA
5/30/21,37077,4704-70223,Schenectady
5/30/21,18049,5154-48407,Commack
5/30/21,55569,4944-68298,Middletown
5/30/21,181399,,Latham
5/30/21,46489,5247-80504,Aurora
5/30/21,9148,5247-83117,Corning
5/30/21,27951,5137-46353,Albany
5/30/21,276089,,Huntington Station
5/30/21,43438,5297-88788,Bronx
5/30/21,34167,5274-63222,Ballston Spa
5/30/21,91395,,Narrowsburg
5/30/21,13842,4704-37003,Rhinebeck
5/30/21,7395,5181-61895,Massapequa
5/30/21,191850,,Brewster
5/30/21,95667,,Waddington
5/30/21,226334,,Armonk
5/30/21,18275,4704-54172,Hagaman
5/30/21,68376,,Carlisle
5/30/21,15144,5023-41933,Jamaica
5/30/21,26921,4704-43731,Albany
5/30/21,27346,4493-44823-GJ,Ithaca
5/30/21,153123,,Pomona
5/30/21,10405,5400-98011,Staten Island
5/30/21,20296,4704-56705,Coxsackie
5/30/21,54899,4704-65557,Washingtonville
5/30/21,242538,,Scottsville
5/30/21,31914,4704-56698,Pine Bush
5/30/21,57802,4704-75055,Pleasant Valley
5/30/21,17882,5023-47701,Whitestone
5/30/21,26029,5104-42461,Washingtonville
5/30/21,17579,4704-47010,Saratoga Springs
5/30/21,2013-635313-Sola,,Jericho
5/30/21,277073,,Massapequa
5/30/21,99344,,Camden
5/30/21,30682,5023-54154,Staten Island
5/30/21,60878,4704-85563,Amsterdam
5/30/21,16656,5023-44929,Cambria Heights
5/30/21,67356,4944-78970,Staten Island
5/30/21,19551,5104-51242,Middletown
5/30/21,22071,4291-22932,auburn
5/30/21,125870,,Hartsdale
5/30/21,41390,4704-82642,Richfield Springs
5/30/21,80456,,Callicoon
5/30/21,51909,4704-57438,Albany
5/30/21,27103,4704-44191,Clifton Park
5/30/21,267483,,Montauk
5/30/21,64133,5400-97208,Howard Beach
5/30/21,28469,4704-47793,Purchase
5/30/21,28509,5023-47962,Staten Island
5/30/21,13554,4704-35922,Stony Point
5/30/21,40374,4704-79811,Pawling
5/30/21,92200,,Loudonville
5/30/21,63977,5098-96491,East Concord
5/30/21,1797,4001-002,Taberg
5/30/21,2014-638434-Sola,,Westbury
5/30/21,79502,,New Paltz
5/30/21,78872,,Monroe
5/30/21,7214,5181-59664,Lawrence
5/30/21,271512,,Stony Point
5/30/21,216771,,Sayville
5/30/21,17258,5023-46239,Middletown
5/30/21,52905,5292-59613,Staten Island
5/30/21,64646,5379-99231,Staten Island
5/30/21,58906,4533-79003,Voorheesville
5/30/21,2014-650934-Sola,,Shirley
5/30/21,2014-641999-Sola,,Rocky Point
5/30/21,2014-658973-Sola,,Southampton
5/30/21,8591,4704-75041,Newburgh
5/30/21,39269,4704-77149,Canajoharie
5/30/21,16965,4977-45509,Ithaca
5/30/21,35986,5293-68017,Webster
5/30/21,13857,4953-36856,Staten Island
5/30/21,111142,,Pound Ridge
5/30/21,36281,4255-70432,Latham
5/30/21,262191,,Lewiston
5/30/21,115902,,Yorktown Heights
5/30/21,19693,4704-51462,Saratoga Springs
5/30/21,36811,4944-70172,New Windsor
5/30/21,79911,,Brooklyn
5/30/21,156336,,Wappingers Falls
5/30/21,36767,5023-69484,Ontario
5/30/21,259244,,Congers
5/30/21,54259,5060-64408,Millerton
5/30/21,58266,4627-77354,Bergen
5/30/21,82996,,Middleburgh
5/30/21,18037,5023-48084,Far Rockaway
5/30/21,22259,4502-24247,Flushing
5/30/21,32492,5105-58543,Wappingers Falls
5/30/21,22580,4720-26990,Flushing
5/30/21,185775,,Ballston Spa
5/30/21,25277,4116-38471,Jamestown
5/30/21,94088,,Staten Island
5/30/21,16691,5023-44936,Brooklyn
5/30/21,244780,,Rye
5/30/21,27272,4704-44614,Albany
5/30/21,42780,5293-86280,Katonah
5/30/21,2013-538580-Sola,,Uniondale
5/30/21,25965,4704-41130,Queensbury
5/30/21,27186,4633-44441,Marlboro
5/30/21,16719,5048-44943,Delmar
5/30/21,280693,,MAHOPAC
5/30/21,298879,,Glenford
5/30/21,2014-663402-Sola,,Kings Park
5/30/21,112224,,White Plains
5/30/21,39747,5225-78217,Mohegan Lake
5/30/21,66485,4250-19952,Elmhurst
5/30/21,57714,4704-75036,Monroe
5/30/21,13067,4704-34053,Valley Cottage
5/30/21,28126,4953-46878,Staten Island
5/30/21,53287,5066-64132,Ithaca
5/30/21,31425,4354-55523-GJ,Yonkers
5/30/21,18388,5137-48989,Westernville
5/30/21,300562,,Syosset
5/30/21,2014-648747-Sola,,Sayville
5/30/21,25218,4953-38339,Staten Island
5/30/21,15184,5023-41914,New City
5/30/21,66537,4354-19926,Irvington
5/30/21,20858,5292-54881,Bronx
5/30/21,64155,5395-97224,Staten Island
5/30/21,28640,5006-48307,Youngstown
5/30/21,26606,4669-42886,Saugerties
5/30/21,41968,4704-83675,Schenectady
5/30/21,17903,4704-47623,Pleasantville
5/30/21,2014-660940-Sola,,Mount Sinai
5/30/21,314093,,New City
5/30/21,2013-538248-Sola,,East Atlantic Beach
5/30/21,104047,,Famington
5/30/21,52282,5105-58193,Saugerties
5/30/21,59363,4944-80441,New Rochelle
5/30/21,93521,,Syracuse
5/30/21,33520,5293-61737-GJ,Monroe
5/30/21,108472,,Romulus
5/30/21,27842,4953-46167,Staten Island
5/30/21,29768,4704-50897,Schenectady
5/30/21,54016,4848-65082,Camillus
5/30/21,2013-538850-Sola,,Merrick
5/30/21,166360,,CHESTER
5/30/21,268642,,Levittown
5/30/21,2014-660725-Sola,,Wading River
5/30/21,56256,5229-70124-GJ,Mc Graw
5/30/21,21668,5104-56819,Yonkers
5/30/21,27588,5023-45574,Haverstraw
5/30/21,35651,4736-67187,Mahopac
5/30/21,2013-632879-Sola,,Mineola
5/30/21,71264,,Clay
5/30/21,213842,,Oakdale
5/30/21,2014-664692-Sola,,Oakdale
5/30/21,2013-542534-Sola,,Central Islip
5/30/21,2013-624621-Sola,,Mattituck
5/30/21,37500,4354-75519,Larchmont
5/30/21,266060,,Pittsford
5/30/21,15999,4704-43391,Red Hook
5/30/21,240368,,New Paltz
5/30/21,2014-661135-Sola,,Nesconset
5/30/21,31034,4953-55062,Ozone Park
5/30/21,38452,5293-76506-GJ,Colton
5/30/21,2013-624632-Sola,,East Northport
5/30/21,82655,,Vernon
5/30/21,61534,5352-88391,Manlius
5/30/21,50957,4864-92440,Howard Beach
5/30/21,227796,,Grand Island
5/30/21,52391,5292-58632,Staten Island
5/30/21,108879,,Galway
5/30/21,68255,,Forestville
5/30/21,31559,5171-56010,Staten Island
5/30/21,26883,4117-43574,Staten Island
5/30/21,14239,4633-38217,Marlboro
5/30/21,2013-538541-Sola,,Brentwood
5/30/21,25688,4882-40295,Brooklyn
5/30/21,80296,,Staten Island
5/30/21,225993,,Parksville
5/30/21,45345,4533-96799,Chestertown
5/30/21,2014-663132-Sola,,West Babylon
5/30/21,26456,4554-42417,Esopus
5/30/21,15598,4704-42673,Beacon
5/30/21,26984,4704-43872,Altamont
5/30/21,19368,5038-52548,Ithaca
5/30/21,17049,4704-45711,Walden
5/30/21,52363,4147-58423,Saugerties
5/30/21,27902,5023-46530,Bronx
5/30/21,38319,4944-75254,Staten Island
5/30/21,30549,5138-53311-GJ,Albany
5/30/21,25180,5292-38248,Staten Island
5/30/21,2010-147703-SLPR,,Amityville
5/30/21,33806,4864-62503,Highland Mills
5/30/21,36886,4116-70441-GJ,Forestville
5/30/21,19323,4704-50845,Waterford
5/30/21,36507,5023-68686,Tully
5/30/21,27275,4704-44615,Phoenicia
5/30/21,34379,4250-63076,Staten Island
5/30/21,10452,5191-102586-MI,Wantagh
5/30/21,89806,,queens
5/30/21,97075,,Howes Cave
5/30/21,33098,5122-60564,Selkirk
5/30/21,25690,4117-40284,Staten Island
5/30/21,17883,5137-47670,Yonkers
5/30/21,2013-534801-Sola,,West Babylon
5/30/21,43016,4473-89020,Airmont
5/30/21,47555,4548-100602,Fort Edward
5/30/21,54723,4704-65255,Argyle
5/30/21,34140,5125-62539,Henrietta
5/30/21,37176,4704-70645,East Greenbush
5/30/21,23723,4743-33197,Washingtonville
5/30/21,13693,4953-36423,Staten Island
5/30/21,2014-658669-Sola,,Centereach
5/30/21,3015,4662-35276,mahopac
5/30/21,24470,4116-36887,Ithaca
5/30/21,20240,5292-52125,Little Neck
5/30/21,37819,4704-71791,White Plains
5/30/21,58581,4708-83951,Schoharie
5/30/21,34617,4882-69180,Staten Island
5/30/21,152675,,Alden
5/30/21,35590,5165-66066,Brooklyn
5/30/21,64605,4704-99114,Fort Edward
5/30/21,168058,,Brooklyn
5/30/21,2011-160030-SLPR,,Westbury
5/30/21,33235,5171-60081,Staten Island
5/30/21,82951,,Marlboro
5/30/21,13856,4953-36854,Staten Island
5/30/21,21635,4758-56301,Poughkeepsie
5/30/21,21938,5155-58586,Staten Island
5/30/21,51525,5159-400,Ozone Park
5/30/21,27614,5023-45589,Hopewell Junction
5/30/21,2013-533334-Sola,,Lynbrook
5/30/21,50247,4033-58773-GJ,Ithaca
5/30/21,87416,,Taberg
5/30/21,21654,4968-58616,Hauppauge
5/30/21,213820,,LaFargeville
5/30/21,33304,5023-60192,Sloatsburg
5/30/21,258046,,Highland Mills
5/30/21,59182,4704-79716,Walden
5/30/21,59414,4704-80522,Pomona
5/30/21,55036,5165-66070,Hollis
5/30/21,27358,5056-44873,Bloomingburg
5/30/21,21017,5138-55346,Hudson
5/30/21,60128,4183-99663,Bedford Corners
5/30/21,28539,4147-48016,Saugerties
5/30/21,53751,4235-63834,Schaghticoke
5/30/21,271305,,Roslyn
5/30/21,294136,,Clinton Corners
5/30/21,20013,5114-53684,Staten Island
5/30/21,13435,4669-35400,Garnerville
5/30/21,61399,4704-87337,Highland Mills
5/30/21,45260,4611-94678,Parish
5/30/21,61772,4548-88324,Hannacroix
5/30/21,57892,4736-76129,Amherst
5/30/21,23655,4743-33123,Garnerville
5/30/21,69956,,Whitestone
5/30/21,64627,4758-99127,Red Hook
5/30/21,23848,4340-33807,Bronx
5/30/21,2013-538565-Sola,,Levittown
5/30/21,104434,,Poughkeepsie
5/30/21,276119,,Woodbury
5/30/21,122886,,Trumansburg
5/30/21,55334,5023-67125,Washingtonville
5/30/21,46060,4704-97052,Valhalla
5/30/21,19114,5023-50414,Yonkers
5/30/21,295247,,Saint James
5/30/21,39275,4627-78062,Holley
5/30/21,91510,,Gloversville
5/30/21,36424,4704-68455,Warwick
5/30/21,68097,,Gansevoort
5/30/21,14602,5030-39367,Thornwood
5/30/21,36052,4149-68392,Centerville
5/30/21,80930,,Cobleskill
5/30/21,2013-539090-Sola,,Ronkonkoma
5/30/21,190674,,Auburn
5/30/21,2014-663509-Sola,,Setauket
5/30/21,180919,,Monroe
5/30/21,212937,,East Concord
5/30/21,20331,4864-54442,Warwick
5/30/21,30364,4704-53281,Delanson
5/30/21,58246,5247-82001,Homer
5/30/21,160960,,Akron
5/30/21,312871,,Middletown
5/30/21,2014-638475-Sola,,Islip Terrace
5/30/21,57655,4758-73567,Montgomery
5/30/21,37891,5229-72746-GJ,Cayuga
5/30/21,2013-555464-Sola,,Babylon
5/30/21,2014-642120-Sola,,Hauppauge
5/30/21,209181,,Brooklyn
5/30/21,6768,4704-54365,New Rochelle
5/30/21,24851,4741-37281,Bronx
5/30/21,255692,,Congers
5/30/21,53900,4704-62918,New Windsor
5/30/21,29381,4493-50510-GJ,Groton
5/30/21,185552,,Hoosick Falls
5/30/21,314048,,Fabius
5/30/21,2010-148490-SLPR,,East Rockaway
5/30/21,2011-158011-SLPR,,Woodmere
5/30/21,18616,4704-54735,Fort Edward
5/30/21,247436,,East Marion
5/30/21,262604,,Geneseo
5/30/21,8610,4149-76185,Pennellville
5/30/21,277727,,East Aurora
5/30/21,2014-644959-Sola,,Coram
5/30/21,2013-528791-Sola,,Central Islip
5/30/21,237572,,Hyde Park
5/30/21,21659,5292-56348,Staten Island
5/30/21,52385,4704-58647,Hopewell Junction
5/30/21,296881,,Shirley
5/30/21,34804,5128-64403,Stuyvesant
5/30/21,75689,,Mahopac
5/30/21,33201,4362-61187,Coxsackie
5/30/21,16217,5166-43881,Staten Island
5/30/21,22897,4643-28899,Albany
5/30/21,30507,5023-57013,Staten Island
5/30/21,28324,4704-47414,New Windsor
5/30/21,32925,5292-58945,Staten Island
5/30/21,18578,4944-49328,Staten Island
5/30/21,57819,4533-76165,Greenfield Center
5/30/21,35727,5137-67258,Holland Patent
5/30/21,246700,,CHESTER
5/30/21,16587,4704-44624,Peekskill
5/30/21,2014-663993-Sola,,Deer Park
5/30/21,114030,,AMITYVILLE
5/30/21,14160,4718-38080,New Hyde Park
5/30/21,29679,5105-50792,Marlboro
5/30/21,18936,5023-50199,Hopewell Junction
5/30/21,45263,5379-94680,Staten Island
5/30/21,275751,,East Setauket
5/30/21,275047,,Spring Valley
5/30/21,29773,4704-50912,Schenectady
5/30/21,72022,,Copenhagen
5/30/21,2831,4116-32063,Lakewood
5/30/21,17171,5023-46035,Rosedale
5/30/21,32125,5023-57509,Tully
5/30/21,26102,4953-41530,Staten Island
5/30/21,25125,4704-38096,Albany
5/30/21,235202,,BROOKLYN
5/30/21,16000,4609-43380-GJ,Howard Beach
5/30/21,155835,,Hoosick Falls
5/30/21,262398,,North Babylon
5/30/21,33000,4116-59457,Buffalo
5/30/21,14879,4502-40586-GJ,BUFFALO
5/30/21,158299,,Catskill
5/30/21,53647,4704-62101,Monroe
5/30/21,31514,4502-57022,PETERSBURG
5/30/21,20883,5292-55010,Staten Island
5/30/21,21353,5023-57576,Staten Island
5/30/21,300952,,Ogdensburg
5/30/21,18946,4704-50150,West Nyack
5/30/21,16717,4704-44899,Duanesburg
5/30/21,61287,4704-87274,Brewster
5/30/21,54549,4704-64753,Hudson
5/30/21,69140,,New Square
5/30/21,310675,,east hampton
5/30/21,220834,,Goshen
5/30/21,56205,4704-69892,Gansevoort
5/30/21,50377,4533-67454,Camillus
5/30/21,153670,,Schenectady
5/30/21,2013-537428-Sola,,Seaford
5/30/21,28536,4629-48248-GJ,Islip Terrace
